size,sortedness,uniqueRatio,bestAlgorithm,datasetType
2329,49.57,0.8832,Quick,Random
1234,50.12,0.9481,Quick,Random
4301,49.98,0.8182,Quick,Random
4885,50.45,0.7977,Quick,Random
2158,50.58,0.8985,Quick,Random
2156,49.74,0.9049,Quick,Random
3383,49.65,0.8448,Quick,Random
1109,50.81,0.9432,Quick,Random
3452,49.64,0.8453,Quick,Random
824,52.37,0.9709,Quick,Random
3678,51.02,0.8390,Quick,Random
2119,49.86,0.8962,Quick,Random
1114,49.24,0.9515,Quick,Random
760,48.62,0.9671,Quick,Random
1755,49.37,0.9031,Quick,Random
4759,50.32,0.7876,Quick,Random
1297,50.62,0.9453,Quick,Random
3044,49.62,0.8571,Quick,Random
4043,50.77,0.8318,Quick,Random
1613,50.37,0.9337,Quick,Random
854,51.23,0.9660,Quick,Random
3880,49.42,0.8281,Quick,Random
4796,49.47,0.7902,Quick,Random
2394,49.52,0.8993,Quick,Random
609,51.48,0.9737,Quick,Random
3058,49.89,0.8633,Quick,Random
4381,49.91,0.8156,Quick,Random
2149,50.74,0.9027,Quick,Random
4224,50.13,0.8210,Quick,Random
1100,50.32,0.9482,Quick,Random
4960,50.03,0.7829,Quick,Random
3194,51.17,0.8616,Quick,Random
841,49.05,0.9727,Quick,Random
3000,49.85,0.8693,Quick,Random
2689,50.04,0.8732,Quick,Random
3309,50.76,0.8571,Quick,Random
1082,49.77,0.9409,Quick,Random
2735,49.78,0.8786,Quick,Random
3943,49.47,0.8296,Quick,Random
3453,50.38,0.8474,Quick,Random
2497,49.84,0.8827,Quick,Random
1300,52.50,0.9408,Quick,Random
4339,50.07,0.8023,Quick,Random
918,50.16,0.9542,Quick,Random
1449,48.62,0.9386,Quick,Random
4358,49.64,0.8190,Quick,Random
1286,49.88,0.9370,Quick,Random
3722,49.23,0.8428,Quick,Random
1084,49.86,0.9557,Quick,Random
4509,49.65,0.8039,Quick,Random
3259,49.75,0.8592,Quick,Random
1576,49.84,0.9264,Quick,Random
4095,50.59,0.8244,Quick,Random
3892,49.55,0.8235,Quick,Random
3200,50.64,0.8578,Quick,Random
1670,48.77,0.9257,Quick,Random
3710,50.44,0.8340,Quick,Random
2354,48.70,0.8959,Quick,Random
2039,49.90,0.9142,Quick,Random
4665,50.06,0.7919,Quick,Random
4402,49.99,0.8171,Quick,Random
3335,51.38,0.8501,Quick,Random
4140,50.08,0.8143,Quick,Random
4249,49.27,0.8174,Quick,Random
4556,49.46,0.8064,Quick,Random
693,49.86,0.9639,Quick,Random
4139,49.59,0.8190,Quick,Random
596,49.41,0.9664,Quick,Random
4679,49.62,0.7985,Quick,Random
4375,49.68,0.8155,Quick,Random
3298,50.53,0.8451,Quick,Random
2370,50.32,0.8869,Quick,Random
4819,49.83,0.8002,Quick,Random
1478,49.76,0.9337,Quick,Random
4840,50.05,0.7965,Quick,Random
2526,50.02,0.8737,Quick,Random
1614,50.71,0.9294,Quick,Random
2671,51.27,0.8806,Quick,Random
2647,49.40,0.8757,Quick,Random
3851,49.82,0.8263,Quick,Random
1245,50.00,0.9293,Quick,Random
3329,51.26,0.8513,Quick,Random
4084,50.01,0.8154,Quick,Random
3532,50.50,0.8304,Quick,Random
2508,48.86,0.8832,Quick,Random
728,49.93,0.9684,Quick,Random
2917,50.86,0.8708,Quick,Random
2259,48.67,0.8946,Quick,Random
2665,49.25,0.8916,Quick,Random
2014,49.73,0.9057,Quick,Random
2508,49.18,0.8820,Quick,Random
553,50.18,0.9693,Quick,Random
648,48.07,0.9645,Quick,Random
1573,48.92,0.9288,Quick,Random
2408,50.52,0.8883,Quick,Random
2947,49.63,0.8734,Quick,Random
1880,48.96,0.9144,Quick,Random
1611,50.62,0.9311,Quick,Random
4436,50.69,0.8115,Quick,Random
3380,49.63,0.8515,Quick,Random
1220,49.14,0.9426,Quick,Random
2362,50.40,0.8908,Quick,Random
4044,49.12,0.8225,Quick,Random
1185,50.68,0.9418,Quick,Random
2822,50.30,0.8692,Quick,Random
2887,49.79,0.8680,Quick,Random
1040,49.09,0.9529,Quick,Random
4251,49.58,0.8189,Quick,Random
2944,50.83,0.8553,Quick,Random
3324,50.23,0.8394,Quick,Random
4995,49.72,0.7842,Quick,Random
3906,49.35,0.8308,Quick,Random
828,51.15,0.9589,Quick,Random
1586,50.16,0.9250,Quick,Random
4748,50.41,0.7860,Quick,Random
4536,50.19,0.7992,Quick,Random
4681,49.85,0.7973,Quick,Random
3958,50.69,0.8330,Quick,Random
2287,49.83,0.9016,Quick,Random
4630,50.05,0.7937,Quick,Random
882,50.96,0.9592,Quick,Random
3596,49.87,0.8415,Quick,Random
1106,49.05,0.9412,Quick,Random
1847,49.73,0.9172,Quick,Random
3315,49.97,0.8446,Quick,Random
3931,50.08,0.8316,Quick,Random
1909,49.16,0.9062,Quick,Random
4142,49.58,0.8197,Quick,Random
4966,49.91,0.7890,Quick,Random
3030,50.74,0.8571,Quick,Random
2926,49.68,0.8684,Quick,Random
2077,49.61,0.8897,Quick,Random
3086,50.47,0.8587,Quick,Random
3530,50.55,0.8331,Quick,Random
682,51.25,0.9619,Quick,Random
919,50.65,0.9652,Quick,Random
1088,50.23,0.9393,Quick,Random
3957,50.18,0.8274,Quick,Random
4506,48.86,0.8107,Quick,Random
1900,50.13,0.9163,Quick,Random
3388,50.93,0.8557,Quick,Random
1633,48.96,0.9253,Quick,Random
1193,49.92,0.9422,Quick,Random
1363,50.66,0.9362,Quick,Random
1521,51.12,0.9224,Quick,Random
4335,50.18,0.8099,Quick,Random
1916,50.65,0.9045,Quick,Random
2483,49.11,0.8792,Quick,Random
923,49.57,0.9534,Quick,Random
4730,50.07,0.7932,Quick,Random
3302,49.83,0.8583,Quick,Random
2809,49.86,0.8644,Quick,Random
2768,49.95,0.8819,Quick,Random
3819,50.05,0.8280,Quick,Random
1652,50.33,0.9201,Quick,Random
4111,50.46,0.8212,Quick,Random
1152,51.52,0.9514,Quick,Random
2552,50.06,0.8817,Quick,Random
1826,49.86,0.9179,Quick,Random
936,50.91,0.9594,Quick,Random
2535,49.01,0.8864,Quick,Random
4571,50.50,0.7983,Quick,Random
4689,49.70,0.7963,Quick,Random
2664,51.03,0.8806,Quick,Random
2162,49.10,0.8936,Quick,Random
1661,48.43,0.9284,Quick,Random
4313,49.88,0.8124,Quick,Random
3530,49.28,0.8348,Quick,Random
1393,49.43,0.9268,Quick,Random
3004,49.88,0.8685,Quick,Random
4743,49.45,0.7978,Quick,Random
2131,49.58,0.9094,Quick,Random
3616,49.35,0.8396,Quick,Random
2615,50.11,0.8734,Quick,Random
4507,49.53,0.8092,Quick,Random
4692,49.65,0.7960,Quick,Random
3141,49.49,0.8593,Quick,Random
3116,49.98,0.8604,Quick,Random
4933,49.15,0.7969,Quick,Random
914,49.73,0.9694,Quick,Random
547,49.45,0.9707,Quick,Random
741,50.00,0.9609,Quick,Random
1784,49.47,0.9182,Quick,Random
1884,50.19,0.9071,Quick,Random
4122,50.91,0.8139,Quick,Random
2654,50.89,0.8711,Quick,Random
640,49.30,0.9656,Quick,Random
1011,50.59,0.9594,Quick,Random
3104,48.98,0.8550,Quick,Random
3263,49.23,0.8379,Quick,Random
2124,49.22,0.9035,Quick,Random
3128,51.52,0.8622,Quick,Random
1957,49.28,0.9136,Quick,Random
2204,50.11,0.9020,Quick,Random
2961,49.49,0.8707,Quick,Random
3363,49.38,0.8567,Quick,Random
1607,49.69,0.9154,Quick,Random
623,50.80,0.9775,Quick,Random
1319,50.91,0.9409,Quick,Random
3131,50.00,0.8601,Quick,Random
3516,50.47,0.8356,Quick,Random
2070,50.80,0.9077,Quick,Random
3448,49.78,0.8457,Quick,Random
2244,50.29,0.9024,Quick,Random
4604,49.77,0.7982,Quick,Random
1071,49.16,0.9477,Quick,Random
4369,50.37,0.8151,Quick,Random
1372,51.79,0.9351,Quick,Random
542,49.17,0.9815,Quick,Random
3033,49.70,0.8619,Quick,Random
1208,49.46,0.9462,Quick,Random
1957,51.18,0.9152,Quick,Random
4814,49.24,0.7931,Quick,Random
4629,50.35,0.7948,Quick,Random
3612,51.09,0.8524,Quick,Random
1024,50.15,0.9453,Quick,Random
1100,49.86,0.9445,Quick,Random
830,49.58,0.9711,Quick,Random
2628,49.33,0.8771,Quick,Random
739,49.73,0.9553,Quick,Random
4163,49.98,0.8266,Quick,Random
4757,49.68,0.8016,Quick,Random
729,49.59,0.9547,Quick,Random
2178,50.71,0.8981,Quick,Random
3145,49.78,0.8531,Quick,Random
2808,50.23,0.8679,Quick,Random
4403,50.27,0.8144,Quick,Random
2937,50.27,0.8631,Quick,Random
2823,50.43,0.8735,Quick,Random
1741,50.80,0.9230,Quick,Random
4936,49.85,0.7899,Quick,Random
3206,50.23,0.8522,Quick,Random
3696,49.53,0.8309,Quick,Random
1157,49.13,0.9499,Quick,Random
4574,50.19,0.7980,Quick,Random
965,48.44,0.9575,Quick,Random
2058,50.66,0.9077,Quick,Random
1435,50.98,0.9317,Quick,Random
2887,50.17,0.8750,Quick,Random
2084,49.54,0.9026,Quick,Random
1218,49.88,0.9516,Quick,Random
4597,49.48,0.8010,Quick,Random
737,50.95,0.9620,Quick,Random
1109,49.55,0.9387,Quick,Random
2787,50.36,0.8723,Quick,Random
1575,50.13,0.9194,Quick,Random
3847,49.69,0.8334,Quick,Random
2963,49.70,0.8626,Quick,Random
1744,49.97,0.9289,Quick,Random
652,49.92,0.9509,Quick,Random
349,97.70,1.0000,Insertion,NearlySorted
377,95.48,1.0000,Insertion,NearlySorted
329,94.82,1.0000,Insertion,NearlySorted
21,70.00,1.0000,Bubble,NearlySorted
448,95.75,1.0000,Insertion,NearlySorted
320,94.98,1.0000,Insertion,NearlySorted
32,64.52,1.0000,Bubble,NearlySorted
72,84.51,1.0000,Insertion,NearlySorted
363,98.07,1.0000,Insertion,NearlySorted
403,97.51,1.0000,Insertion,NearlySorted
32,61.29,1.0000,Insertion,NearlySorted
482,96.26,1.0000,Insertion,NearlySorted
225,94.64,1.0000,Insertion,NearlySorted
301,96.67,1.0000,Insertion,NearlySorted
75,89.19,1.0000,Insertion,NearlySorted
452,99.11,1.0000,Insertion,NearlySorted
358,98.32,1.0000,Insertion,NearlySorted
246,98.37,1.0000,Insertion,NearlySorted
364,97.80,1.0000,Insertion,NearlySorted
233,99.14,1.0000,Insertion,NearlySorted
490,97.96,1.0000,Insertion,NearlySorted
119,93.22,1.0000,Insertion,NearlySorted
477,98.32,1.0000,Insertion,NearlySorted
171,91.18,1.0000,Insertion,NearlySorted
192,91.62,1.0000,Insertion,NearlySorted
324,96.90,1.0000,Insertion,NearlySorted
376,97.87,1.0000,Insertion,NearlySorted
498,99.20,1.0000,Insertion,NearlySorted
47,73.91,1.0000,Insertion,NearlySorted
354,96.32,1.0000,Insertion,NearlySorted
261,96.54,1.0000,Insertion,NearlySorted
89,95.45,1.0000,Insertion,NearlySorted
474,97.25,1.0000,Insertion,NearlySorted
190,91.53,1.0000,Insertion,NearlySorted
163,96.30,1.0000,Insertion,NearlySorted
411,97.32,1.0000,Insertion,NearlySorted
455,99.12,1.0000,Insertion,NearlySorted
56,81.82,1.0000,Insertion,NearlySorted
51,90.00,1.0000,Insertion,NearlySorted
88,97.70,1.0000,Insertion,NearlySorted
341,98.24,1.0000,Insertion,NearlySorted
337,98.21,1.0000,Insertion,NearlySorted
241,98.33,1.0000,Insertion,NearlySorted
276,99.27,1.0000,Insertion,NearlySorted
66,75.38,1.0000,Insertion,NearlySorted
463,97.40,1.0000,Insertion,NearlySorted
318,98.11,1.0000,Insertion,NearlySorted
191,95.26,1.0000,Insertion,NearlySorted
317,93.99,1.0000,Insertion,NearlySorted
35,73.53,1.0000,Insertion,NearlySorted
398,96.47,1.0000,Insertion,NearlySorted
33,59.38,1.0000,Insertion,NearlySorted
211,97.14,1.0000,Insertion,NearlySorted
500,99.60,1.0000,Insertion,NearlySorted
467,96.57,1.0000,Insertion,NearlySorted
416,99.04,1.0000,Insertion,NearlySorted
495,98.79,1.0000,Insertion,NearlySorted
268,95.51,1.0000,Insertion,NearlySorted
480,97.29,1.0000,Insertion,NearlySorted
292,97.94,1.0000,Insertion,NearlySorted
220,92.24,1.0000,Insertion,NearlySorted
60,88.14,1.0000,Insertion,NearlySorted
259,94.57,1.0000,Insertion,NearlySorted
257,97.66,1.0000,Insertion,NearlySorted
178,94.35,1.0000,Insertion,NearlySorted
148,92.52,1.0000,Insertion,NearlySorted
62,85.25,1.0000,Insertion,NearlySorted
23,77.27,1.0000,Bubble,NearlySorted
270,96.28,1.0000,Insertion,NearlySorted
16,46.67,1.0000,Bubble,NearlySorted
463,96.10,1.0000,Insertion,NearlySorted
238,95.78,1.0000,Insertion,NearlySorted
281,99.29,1.0000,Insertion,NearlySorted
136,94.81,1.0000,Insertion,NearlySorted
490,97.14,1.0000,Insertion,NearlySorted
375,97.06,1.0000,Insertion,NearlySorted
115,96.49,1.0000,Insertion,NearlySorted
44,83.72,1.0000,Insertion,NearlySorted
312,97.43,1.0000,Insertion,NearlySorted
339,98.22,1.0000,Insertion,NearlySorted
25,75.00,1.0000,Bubble,NearlySorted
37,77.78,1.0000,Insertion,NearlySorted
456,99.12,1.0000,Insertion,NearlySorted
108,85.05,1.0000,Insertion,NearlySorted
164,97.55,1.0000,Insertion,NearlySorted
336,98.21,1.0000,Insertion,NearlySorted
42,82.93,1.0000,Insertion,NearlySorted
166,91.52,1.0000,Insertion,NearlySorted
346,98.26,1.0000,Insertion,NearlySorted
152,90.07,1.0000,Insertion,NearlySorted
112,89.19,1.0000,Insertion,NearlySorted
386,95.84,1.0000,Insertion,NearlySorted
447,98.21,1.0000,Insertion,NearlySorted
188,95.19,1.0000,Insertion,NearlySorted
297,93.24,1.0000,Insertion,NearlySorted
97,85.42,1.0000,Insertion,NearlySorted
324,95.98,1.0000,Insertion,NearlySorted
478,99.16,1.0000,Insertion,NearlySorted
416,97.11,1.0000,Insertion,NearlySorted
129,93.75,1.0000,Insertion,NearlySorted
159,96.20,1.0000,Insertion,NearlySorted
389,99.48,1.0000,Insertion,NearlySorted
274,93.41,1.0000,Insertion,NearlySorted
320,97.49,1.0000,Insertion,NearlySorted
115,87.72,1.0000,Insertion,NearlySorted
88,96.55,1.0000,Insertion,NearlySorted
167,93.98,1.0000,Insertion,NearlySorted
326,96.00,1.0000,Insertion,NearlySorted
236,98.30,1.0000,Insertion,NearlySorted
222,96.38,1.0000,Insertion,NearlySorted
43,85.71,1.0000,Bubble,NearlySorted
337,96.13,1.0000,Insertion,NearlySorted
163,90.74,1.0000,Insertion,NearlySorted
282,93.59,1.0000,Insertion,NearlySorted
483,97.10,1.0000,Insertion,NearlySorted
202,92.04,1.0000,Insertion,NearlySorted
142,89.36,1.0000,Insertion,NearlySorted
177,89.77,1.0000,Insertion,NearlySorted
337,96.13,1.0000,Insertion,NearlySorted
196,91.28,1.0000,Insertion,NearlySorted
45,72.73,1.0000,Insertion,NearlySorted
362,96.95,1.0000,Insertion,NearlySorted
33,93.75,1.0000,Bubble,NearlySorted
288,97.21,1.0000,Insertion,NearlySorted
334,95.80,1.0000,Insertion,NearlySorted
468,95.72,1.0000,Insertion,NearlySorted
374,97.86,1.0000,Insertion,NearlySorted
334,98.80,1.0000,Insertion,NearlySorted
476,96.21,1.0000,Insertion,NearlySorted
232,97.40,1.0000,Insertion,NearlySorted
284,96.47,1.0000,Insertion,NearlySorted
482,96.47,1.0000,Insertion,NearlySorted
260,93.44,1.0000,Insertion,NearlySorted
336,95.22,1.0000,Insertion,NearlySorted
27,76.92,1.0000,Bubble,NearlySorted
403,99.00,1.0000,Insertion,NearlySorted
112,94.59,1.0000,Insertion,NearlySorted
394,97.46,1.0000,Insertion,NearlySorted
498,96.78,1.0000,Insertion,NearlySorted
372,97.30,1.0000,Insertion,NearlySorted
449,99.55,1.0000,Insertion,NearlySorted
212,92.42,1.0000,Insertion,NearlySorted
138,97.08,1.0000,Insertion,NearlySorted
313,99.36,1.0000,Insertion,NearlySorted
292,95.88,1.0000,Insertion,NearlySorted
93,97.83,1.0000,Insertion,NearlySorted
303,94.04,1.0000,Insertion,NearlySorted
343,96.49,1.0000,Insertion,NearlySorted
52,70.59,1.0000,Insertion,NearlySorted
84,80.72,1.0000,Insertion,NearlySorted
40,69.23,1.0000,Insertion,NearlySorted
136,94.07,1.0000,Insertion,NearlySorted
407,99.01,1.0000,Insertion,NearlySorted
340,95.28,1.0000,Insertion,NearlySorted
289,98.61,1.0000,Insertion,NearlySorted
332,98.79,1.0000,Insertion,NearlySorted
400,97.99,1.0000,Insertion,NearlySorted
260,95.37,1.0000,Insertion,NearlySorted
121,95.00,1.0000,Insertion,NearlySorted
152,92.05,1.0000,Insertion,NearlySorted
270,94.42,1.0000,Insertion,NearlySorted
74,89.04,1.0000,Insertion,NearlySorted
230,94.76,1.0000,Insertion,NearlySorted
120,87.39,1.0000,Insertion,NearlySorted
293,94.52,1.0000,Insertion,NearlySorted
239,98.32,1.0000,Insertion,NearlySorted
200,96.98,1.0000,Insertion,NearlySorted
236,97.45,1.0000,Insertion,NearlySorted
230,97.38,1.0000,Insertion,NearlySorted
62,81.97,1.0000,Insertion,NearlySorted
275,94.89,1.0000,Insertion,NearlySorted
486,96.49,1.0000,Insertion,NearlySorted
352,98.86,1.0000,Insertion,NearlySorted
179,96.63,1.0000,Insertion,NearlySorted
235,93.16,1.0000,Insertion,NearlySorted
28,96.30,1.0000,Bubble,NearlySorted
293,97.95,1.0000,Insertion,NearlySorted
48,89.36,1.0000,Bubble,NearlySorted
456,97.80,1.0000,Insertion,NearlySorted
63,85.48,1.0000,Insertion,NearlySorted
351,96.00,1.0000,Insertion,NearlySorted
154,96.08,1.0000,Insertion,NearlySorted
93,93.48,1.0000,Insertion,NearlySorted
138,91.97,1.0000,Insertion,NearlySorted
33,78.12,1.0000,Bubble,NearlySorted
312,98.07,1.0000,Insertion,NearlySorted
138,95.62,1.0000,Insertion,NearlySorted
111,85.45,1.0000,Insertion,NearlySorted
450,96.88,1.0000,Insertion,NearlySorted
150,96.64,1.0000,Insertion,NearlySorted
281,96.43,1.0000,Insertion,NearlySorted
422,97.15,1.0000,Insertion,NearlySorted
143,93.66,1.0000,Insertion,NearlySorted
102,96.04,1.0000,Insertion,NearlySorted
469,99.57,1.0000,Insertion,NearlySorted
130,93.02,1.0000,Insertion,NearlySorted
281,95.00,1.0000,Insertion,NearlySorted
45,79.55,1.0000,Insertion,NearlySorted
325,97.84,1.0000,Insertion,NearlySorted
278,93.86,1.0000,Insertion,NearlySorted
318,94.32,1.0000,Insertion,NearlySorted
345,95.35,1.0000,Insertion,NearlySorted
372,98.92,1.0000,Insertion,NearlySorted
405,96.04,1.0000,Insertion,NearlySorted
275,97.08,1.0000,Insertion,NearlySorted
91,87.78,1.0000,Insertion,NearlySorted
129,92.97,1.0000,Insertion,NearlySorted
482,96.67,1.0000,Insertion,NearlySorted
327,98.16,1.0000,Insertion,NearlySorted
297,93.58,1.0000,Insertion,NearlySorted
459,96.51,1.0000,Insertion,NearlySorted
435,98.39,1.0000,Insertion,NearlySorted
494,99.59,1.0000,Insertion,NearlySorted
123,96.72,1.0000,Insertion,NearlySorted
211,92.86,1.0000,Insertion,NearlySorted
44,95.35,1.0000,Bubble,NearlySorted
98,85.57,1.0000,Insertion,NearlySorted
190,94.71,1.0000,Insertion,NearlySorted
17,56.25,1.0000,Bubble,NearlySorted
42,95.12,1.0000,Bubble,NearlySorted
357,95.22,1.0000,Insertion,NearlySorted
478,99.16,1.0000,Insertion,NearlySorted
190,93.65,1.0000,Insertion,NearlySorted
416,95.42,1.0000,Insertion,NearlySorted
232,93.94,1.0000,Insertion,NearlySorted
126,92.00,1.0000,Insertion,NearlySorted
402,95.76,1.0000,Insertion,NearlySorted
109,94.44,1.0000,Insertion,NearlySorted
193,96.35,1.0000,Insertion,NearlySorted
343,98.25,1.0000,Insertion,NearlySorted
88,97.70,1.0000,Insertion,NearlySorted
130,86.82,1.0000,Insertion,NearlySorted
17,81.25,1.0000,Bubble,NearlySorted
312,96.14,1.0000,Insertion,NearlySorted
135,95.52,1.0000,Insertion,NearlySorted
332,94.56,1.0000,Insertion,NearlySorted
222,90.95,1.0000,Insertion,NearlySorted
439,97.72,1.0000,Insertion,NearlySorted
42,90.24,1.0000,Insertion,NearlySorted
130,96.12,1.0000,Insertion,NearlySorted
238,98.31,1.0000,Insertion,NearlySorted
401,99.00,1.0000,Insertion,NearlySorted
99,90.82,1.0000,Insertion,NearlySorted
466,98.06,1.0000,Insertion,NearlySorted
279,93.17,1.0000,Insertion,NearlySorted
477,96.64,1.0000,Insertion,NearlySorted
332,97.58,1.0000,Insertion,NearlySorted
182,92.27,1.0000,Insertion,NearlySorted
358,98.32,1.0000,Insertion,NearlySorted
400,97.49,1.0000,Insertion,NearlySorted
162,93.79,1.0000,Insertion,NearlySorted
261,93.08,1.0000,Insertion,NearlySorted
471,97.45,1.0000,Insertion,NearlySorted
72,83.10,1.0000,Insertion,NearlySorted
18,88.24,1.0000,Bubble,NearlySorted
64,96.83,1.0000,Bubble,NearlySorted
435,97.24,1.0000,Insertion,NearlySorted
321,94.69,1.0000,Insertion,NearlySorted
125,88.71,1.0000,Insertion,NearlySorted
19,61.11,1.0000,Bubble,NearlySorted
375,96.79,1.0000,Insertion,NearlySorted
212,91.00,1.0000,Insertion,NearlySorted
307,95.75,1.0000,Insertion,NearlySorted
113,87.50,1.0000,Insertion,NearlySorted
408,97.30,1.0000,Insertion,NearlySorted
499,98.19,1.0000,Insertion,NearlySorted
175,93.68,1.0000,Insertion,NearlySorted
366,99.45,1.0000,Insertion,NearlySorted
339,99.11,1.0000,Insertion,NearlySorted
170,94.08,1.0000,Insertion,NearlySorted
263,97.33,1.0000,Insertion,NearlySorted
49,93.75,1.0000,Bubble,NearlySorted
374,98.93,1.0000,Insertion,NearlySorted
117,98.28,1.0000,Insertion,NearlySorted
145,91.67,1.0000,Insertion,NearlySorted
78,97.40,1.0000,Bubble,NearlySorted
494,98.78,1.0000,Insertion,NearlySorted
463,97.84,1.0000,Insertion,NearlySorted
275,95.26,1.0000,Insertion,NearlySorted
248,95.14,1.0000,Insertion,NearlySorted
72,92.96,1.0000,Bubble,NearlySorted
379,95.24,1.0000,Insertion,NearlySorted
453,99.56,1.0000,Insertion,NearlySorted
130,98.45,1.0000,Insertion,NearlySorted
116,94.78,1.0000,Insertion,NearlySorted
163,98.15,1.0000,Insertion,NearlySorted
106,84.76,1.0000,Insertion,NearlySorted
118,93.16,1.0000,Insertion,NearlySorted
346,98.26,1.0000,Insertion,NearlySorted
155,96.10,1.0000,Insertion,NearlySorted
145,90.28,1.0000,Insertion,NearlySorted
215,98.13,1.0000,Insertion,NearlySorted
223,94.14,1.0000,Insertion,NearlySorted
254,93.68,1.0000,Insertion,NearlySorted
236,95.74,1.0000,Insertion,NearlySorted
211,91.90,1.0000,Insertion,NearlySorted
430,95.57,1.0000,Insertion,NearlySorted
25,79.17,1.0000,Bubble,NearlySorted
371,98.38,1.0000,Insertion,NearlySorted
44,81.40,1.0000,Insertion,NearlySorted
446,99.55,1.0000,Insertion,NearlySorted
358,98.32,1.0000,Insertion,NearlySorted
301,94.33,1.0000,Insertion,NearlySorted
157,98.08,1.0000,Insertion,NearlySorted
446,97.53,1.0000,Insertion,NearlySorted
75,97.30,1.0000,Insertion,NearlySorted
331,95.76,1.0000,Insertion,NearlySorted
347,98.84,1.0000,Insertion,NearlySorted
140,98.56,1.0000,Insertion,NearlySorted
119,91.53,1.0000,Insertion,NearlySorted
89,81.82,1.0000,Insertion,NearlySorted
238,93.25,1.0000,Insertion,NearlySorted
294,96.59,1.0000,Insertion,NearlySorted
105,91.35,1.0000,Insertion,NearlySorted
458,95.84,1.0000,Insertion,NearlySorted
100,87.88,1.0000,Insertion,NearlySorted
258,93.00,1.0000,Insertion,NearlySorted
480,99.16,1.0000,Insertion,NearlySorted
166,92.73,1.0000,Insertion,NearlySorted
378,95.76,1.0000,Insertion,NearlySorted
486,96.49,1.0000,Insertion,NearlySorted
234,94.85,1.0000,Insertion,NearlySorted
492,98.37,1.0000,Insertion,NearlySorted
42,85.37,1.0000,Bubble,NearlySorted
421,99.05,1.0000,Insertion,NearlySorted
105,88.46,1.0000,Insertion,NearlySorted
445,97.52,1.0000,Insertion,NearlySorted
85,88.10,1.0000,Insertion,NearlySorted
360,95.54,1.0000,Insertion,NearlySorted
14,61.54,1.0000,Bubble,NearlySorted
466,97.42,1.0000,Insertion,NearlySorted
203,91.09,1.0000,Insertion,NearlySorted
41,80.00,1.0000,Insertion,NearlySorted
1777,95.55,1.0000,Quick,NearlySorted
140,60.43,1.0000,Insertion,NearlySorted
1296,98.92,1.0000,Merge,NearlySorted
1033,91.76,1.0000,Quick,NearlySorted
348,87.03,1.0000,Insertion,NearlySorted
1069,96.35,1.0000,Quick,NearlySorted
1295,95.75,1.0000,Quick,NearlySorted
1200,92.58,1.0000,Quick,NearlySorted
142,78.72,1.0000,Insertion,NearlySorted
1032,94.57,1.0000,Quick,NearlySorted
1959,95.30,1.0000,Quick,NearlySorted
454,90.95,1.0000,Insertion,NearlySorted
661,90.15,1.0000,Insertion,NearlySorted
1316,98.02,1.0000,Merge,NearlySorted
1148,97.99,1.0000,Merge,NearlySorted
1423,97.26,1.0000,Quick,NearlySorted
1728,94.79,1.0000,Quick,NearlySorted
269,81.34,1.0000,Insertion,NearlySorted
291,84.83,1.0000,Insertion,NearlySorted
1126,95.73,1.0000,Quick,NearlySorted
371,80.00,1.0000,Insertion,NearlySorted
1058,96.97,1.0000,Merge,NearlySorted
678,92.91,1.0000,Insertion,NearlySorted
1227,94.29,1.0000,Quick,NearlySorted
1634,94.24,1.0000,Quick,NearlySorted
1523,93.89,1.0000,Quick,NearlySorted
770,91.81,1.0000,Insertion,NearlySorted
990,91.20,1.0000,Insertion,NearlySorted
1848,98.38,1.0000,Merge,NearlySorted
328,92.97,1.0000,Insertion,NearlySorted
518,85.11,1.0000,Insertion,NearlySorted
701,94.57,1.0000,Insertion,NearlySorted
1436,95.05,1.0000,Quick,NearlySorted
1139,92.71,1.0000,Quick,NearlySorted
1906,97.74,1.0000,Quick,NearlySorted
1822,99.23,1.0000,Merge,NearlySorted
1243,97.42,1.0000,Quick,NearlySorted
1137,94.72,1.0000,Quick,NearlySorted
1433,95.53,1.0000,Quick,NearlySorted
674,90.64,1.0000,Insertion,NearlySorted
1485,94.81,1.0000,Quick,NearlySorted
1766,98.98,1.0000,Quick,NearlySorted
1766,98.41,1.0000,Merge,NearlySorted
1233,96.27,1.0000,Quick,NearlySorted
561,85.89,1.0000,Insertion,NearlySorted
600,91.82,1.0000,Insertion,NearlySorted
926,92.00,1.0000,Insertion,NearlySorted
1610,95.96,1.0000,Quick,NearlySorted
1396,93.19,1.0000,Quick,NearlySorted
807,90.07,1.0000,Insertion,NearlySorted
186,80.00,1.0000,Insertion,NearlySorted
1067,98.22,1.0000,Merge,NearlySorted
525,93.70,1.0000,Insertion,NearlySorted
1540,96.43,1.0000,Quick,NearlySorted
674,88.56,1.0000,Insertion,NearlySorted
211,72.38,1.0000,Insertion,NearlySorted
477,93.49,1.0000,Insertion,NearlySorted
272,87.82,1.0000,Insertion,NearlySorted
702,90.01,1.0000,Insertion,NearlySorted
544,84.90,1.0000,Insertion,NearlySorted
1319,98.03,1.0000,Quick,NearlySorted
319,78.93,1.0000,Insertion,NearlySorted
1911,97.64,1.0000,Merge,NearlySorted
1089,91.64,1.0000,Quick,NearlySorted
427,82.39,1.0000,Insertion,NearlySorted
458,96.50,1.0000,Insertion,NearlySorted
1102,93.37,1.0000,Quick,NearlySorted
1106,92.40,1.0000,Quick,NearlySorted
578,86.14,1.0000,Insertion,NearlySorted
